text,category
"
Банк раздает инфу о счетах направо и налево третьим лицам. Не рекомендую сотрудничать.
",Negative
"
Відкрита інформація про користування картки, якщо маєте неоплачений будь-який штраф, чи маєте мізерну заборгованість картка та доступ до вашиш особистих коштів буде заблоковано без вашого відома чи (згоди) варіанти для рішення проблеми не надаються, вас ніхто небуде про це інформувати, банк зливає інформацію картки постороннім установам, не ведеться на то що предлагає банк, *** повне!!!
",Negative
"
обращаюсь с ЖАЛОБОЙ, МОНОБАНК! КИЕВА!
сегодня 29.02.2020 года!!!
ПЛАТИНУМ попрошу заметить, карта, 250 грн в мес.обслуживание, ну это ладно
НО когда списываются деньги просто так, куда-то неизвестно куда, ни уведомления, ни подтверждения… ничего! 
Я зная что деньги на карте. ты на них планируешь какой-то бюджет, свои траты. а когда приходит время оплаты — то там видишь картину не очень., списания за какие-то « операции квази-наличные» или «start sochi» о которых по сегодняшний день я незнала эти названия,, карту не передавала никому, не подписана ни на приложения, ни подписки.
чисто пополняю карту и через нее происходит иногда расчет за кв, или пополнения счета, или сходить в кафе или продукты купить все!!!
позвонив оператору сразу, мне сказали звонить в 102. Ок, написала заявление в полицию. в банке вопрос не решается! как это без ведома вообще происходят транзакции мне не понять! и банк не видит на что потрачены, куда и кем… просто видят сумму. очень крайне разочарована оставив без денег клиента. ПЛатинум только название, а толку ноль… отношение ужасное. я говорю оператору о проблеме с помощью ее решить — а мне рассказывают за привилегии карты… вы серьезно??? и говорят что у меня должен быть постоянно включен мобильный интернет!!! (т.к это онлайн банкинг, и уведомления приходят в приложении монобанк!) ок… это хорошо, НО если нет возможности зайти в ИНТЕРНЕТ!!! забыла пополнить счет мобильный, в конце концов или не хочу его пополнять..!!! это вообще как? желание пропало обслуживаться в этом банке. мне заблокировали карты. и предлагают еще перевыпустить за 150 грн. издевательство!!!
что делать дальше.....??? НЕИЗВЕСТНО!!!
",Negative
"
Всё хорошо, но к сожалению кредитный лимит маловат.В Привате лимит куда выше, но там свои минусы… Хочу оставить одну карту, думаю…
",Positive
"
Доброго дня усім клієнтам!
Вирішив і я поділитися своїм гірким досвідом «співпраці» із Монобанк. Насправді він не настільки «гіркий», можливо, як більшість «стандартних» проблем, про які щоденно розповідають тут невдоволені і деколи«ошукані» клієнти. Проте я сподіваюсь, що багатьом людям стане в пригоді прочитане. Тому і намагатимусь бути об'єктивним.
Отож…
Користувався послугами Монобанк до лютого всього близько 4-х місяців і був приємно здивований деякими «смачними фішками» продукту та в цілому був задоволений практично на 100% і навіть почав подумувати про перехід на Монобанк повністю і використання його в якості єдиного і основного, відмовившись від Приват. «Юзаючи» в середньому по своїй чорній карті 5-7 тис. грн./місяць отримав навіть перший кредитних ліміт і ліміт на розстрочку, що навіть здивувало і «примусило» ознайомитись і з цим видом послуг. І тут починається мій «хоррор»…
Чесно кажучи ніякої реальної необхідності в розстрочці в мене і не було, виключно цікавість і бажання максимально більше дізнатись про Монобанк. В першу чергу прошу звернути увагу представників Банку на опис послуги а саме на «1-й спосіб отримати розстрочку» і його пункти 1,2. Хтось може почати мене тролити, сказавши, що там все грамотно описано) Проте із опису складається враження, що замовивши переведення наступної витрати у розстрочку встановивши там значення 1000 грн. будь-яка наступна витрата понад 1000 грн. і в межах доступного ліміт буде повністю переведена у розстрочку (принаймні саме так там і написано) Тобто вказуючи сумму наприклад більше 1000 грн. ми лише встановлюємо нижній поріг (витрати починаючи з якого мінімального значення будуть переведені у розстрочку) Насправді це працює не так( Жодного слова про те, що різниця фактичної витрати і замовленної сумму буде знята з вашого основного рахунку і навіть за відсутності особистих коштів сервіс «ОВЕРДРАФТОМ» (в моїй історії мабуть ключове слово) спише кредитні кошти. Для розуміння — основні і найбільші мої фінансові операції пов'язані із сервісом eBay та PayPal. Все інше — комуналка, переводи, розрахунки в магазинах — мізерна доля і практично не важлива для мене складова. І ось, коли з'явилась необхідність здійснити чергову свою покупку на eBay, я вирішив протестувати розстрочку у всій ії красі (знав-би прикуп — жив-би в Сочі). Оплату треба було робити терміново (останній лот) тому наперед замовляю сумму розстрочки 1000 грн. і оформаляю покупку за реквізитами картки (прив'язувати напряму до PayPal на той момент не став через поспіх). Результат: при вартості товару у 1200+ грн. розстрочку було оформлено рівно на 1000 грн., а 200+ грн. тим самим овердрафтом і з рошифруванням «PayPal*Visa*eBay переказ на картку» списано з кредитного ліміту. Все б нічого — та після цієї покупки PayPal заблокував використання моєї картки (як потім вияснилось «з міркувань безпеки»). Що такого підозрілого у цій операції побачив eBay на пару з PayPal я можу лише припускати. Скоріше всього винуватцями стали відсутність на той момент особистих коштів і той самий злощасний овердрафт. Проте надалі, навіть уже особисті кошти я більше використовувати через PayPal не міг (ні добавити картку до PayPal аккаунта напряму ні оплатити за реквізитами картки не вдавалось) Щоб було зрозуміло: я користуюся PayPal і eBay з 2013-го року і маю 170+ позитивних фідбеків, жив за цей час в різних країнах і користувався різними банками (в тому числі і українськими) і жодного натяку на подібну проблему не було. Можливо повезло або просто так склалося. Тому, коли звернувшись до Техпідтримки і отримавши від них стандартне «з нашого боку все добре, шуруйте туди, де вам помилки видає», я сильно обурився. Як виявилося пізніше дівчата з Техпідтримки і справді не могли знати в чому корінь цієї проблеми( Виносив їм мозок майже весь день, і тролив і (прошу вибачення за це) десь навіть хамив — все стерпіли і були максимально ввічливі, але і допомогти не змогли абсолютно нічим, ніяких порад окрім «їдьте собі в Америку» (трішки знущаюсь зарас з них ;)))) не було. А коли я задав питання, що робити клієнту, коли трапляються нестандартні проблеми, і в тих випадках коли звичайний коло-центр безсилий, куди дзвонити чи звертатись — то виявилось, що більше нікуди. І на телефонні дзвінки і на всі мессенджери відповідає один і той самий відділ(((. Тобто, якщо питання не описано у стандартному «faq» коло-центру чи на якихось загально-доступних інтернет-сервісах (форумах), звідки ті ж самі оператори черпають свої відповіді — то таке питання ви можете вирішити лише самотужки!!! Враховуючи, що за день змінилося у переписці з десяток операторів і жодний не зміг навіть припустити про можливі причини блокування моєї картки PayPal'ом, наважуюсь припустити, що я або унікальний клієнт (і це десь може навіть радує), або просто у Монобанку наглухо відсутня систематизація нестандартних проблем і тим паче жодного індивідуального підходу. Я не вірю в свою унікальність, тому впевнений, що такі проблеми не одиночні і тим паче не унікальні. Просто мабуть, лише такий впертий і противний юзер як я вирішив розібратись самотужки, та ще й написати тут ціле оповідання для інших. На перший погляд мені можна легко заперечити, сказавши, що маєш проблему з іноземним сервісом — звертайся туди, а не мороч голову нашій Техпідтримці, і вони абсолютно коректно посилали мене в Америку)))
А тепер, хто має досвід вирішення проблем за допомогою переписки із Підтримкою eBay чи PayPal (наскільки це може бути довготривало і тяжко), мене зрозуміють і погодяться, що легше буде забити на Монобанк і їх картку і використати інший Банк. Але для мене це питання стало принциповим! Я впевнений, що сотні і тисячі клієнтів, просто забили і змінили Банк в такому випадку, коли Кол-центр не надходить відповіді у «довіднику». А тепер максимально коротко про вирішення проблеми… 
Після звернення до eBay стало чітко зрозуміло, що всі питання виключно до PayPal (триває друга доба розслідування) :)Пишу туди, через добу відповідь, що з метою безпеки запити щодо блокування карток чи рахунків ітд не проводяться за допомогою листування, будь-ласка дзвоніть до нас (Ірландія) в робочі години))) А тепер достатньо для того, щоб 9 з 10 на моєму місті просто б заблокували свою картку і забули про Монобанк назавжди? Думаю так. Мало хто захоче дзвонити в Ірландію і щось там з кимось вияснити. А тепер лайф-хак для учасників: подзвонити можно недорого через Скайп, а якщо ти вперше користуєшся дзвінками на мобільні і стаціонарні закордон, то перший місяць шляхом не складних маніпуляцій можна отримати на халяву, головне потім не забути «відписатись», щоб не знімало гроші з картки. Як результат — подзвонив у Підтримку PayPal (повезло, що в школі улюбленим предметом колись була англійська), пояснив ситуацію, в режимі онлайн за допомогою оператора добавив горе-картку в свій аккаунт. Одразу перевірив і здійснив наступну покупку. Пройшло успішно. Після зайшов у додадоток і навіть зміг перевести цю покупку у розстрочку. Рекомендував би людям намагатися перевести оплату в розстрочку як в цьому випадку вже по факту купівлі. Проте декілька днів тому вияснилось, що наприклад покупку на OLX-доставка в 1000 грн. я не можу перевести в розстрочку, ба більше того у додатку і доставка і покупка проходять як оплата через сервіс «UAPAY» (аналогічно PayPal, лише український), але відправити собі квитанцію за доставку я можу, а за покупку в 1000 грн. — ні!!! Ну і апогеєм цього всього стало те, що підтримка знову не змогла пояснити в чому різниця між оплатою на картку за допомогою PayPal і UAPAY і чому таку витрату на іноземному ресурсі перевести в розстрочку я зміг, а аналогічну операцію на укр. ринку ні ((( Цитую відповідь: «Розумію ваше бажання користуватися послугою розстрочка максимально вигідно для себе. При цьому, банк може деяким Клієнтам пропонувати користуватися послугою розстрочка по інших типам витрат. Ви можете переводити в „Розстрочку“ ті витрати під якими є кнопка „Перевести в розстрочку“. Тобто лише Монобанк мені вирішує де і які „кнопки“ і при яких обставинах я зможу „натискати“
А тепер мораль: жодних претензій до Підтримки Монобанку я не маю, бо розумію, що „риба гниє з голови“. Це проблема вищої ланки керівництва, а саме повна відсутність систематизації нестандартних питань та бажання хоч трішки та іноді підходити до клієнта індивідуально. 
Мені дуже подобається Монобанк, і я навіть надалі рекомендую його знайомим. Проте тепер я вже сумніваюсь, чи стану я використовувати його, як основний банківський продукт. Об'єктивно можна б було поставити 4 зірки, але лише 2… Можливо вдасться хоч якось привернути увагу на такі, для декого надзвичайно критичні, питання. Сподіваюсь був корисним і хоч хтось тепер знатиме як „розблокувати свою картку“. Ваш бізнес у Ваших руках, шановні;)
Дякую за увагу.
",Positive
"
Заблокировали счёт без оснований, с требованиям предоставить информацию по зачисления средств. Информация предоставлена, но нет никакой реакции. Деньги прокручивают в этом мошенническом банке и специально затягивают время. Не советую связываться с monobankom
",Negative
"
Дякую
",Positive
"
Я вчора подала документи, і ще досі не підтвердили їх
",Negative
"
Ужасным стал банк, после пополнения карты заблокировали деньги и потребовали справку от куда взята такая сумма. Справку сразу предоставили на ту сумму которую заблокировали на что получили ответ- предоставьте все справки в течение двух месяцев пользувания картой. Вы что дейтвительно издеваетесь? Горячая линия не даёт номер с кем можно связаться и узнать как идёт проверка. Просто банк в ето время пользуется деньгами. НЕ КОМУ НЕ СОВЕТУЮ ЭТОТ БАНК ИСПОРТИЛСЯ ПОЛНОСТЬЮ!!! Раньше таких проблем не было. По отзывам можно посмотреть что эта проблема возникла у многих за последние время. Банк что у вас там происходит? Много вашых клиентов в ближайшее время покинут ваш банк. Когда брали карту вы говорили что вы привествуете активных клиентов, а сейчас я вижу что вы блокируете срецтва и не предупреждает какой лимит денег можно ложить на карту в течение месяца.
",Negative
"
Кривой рог, корнейчука 21в терминал IBOX 24.02 в 17:00 производил очередное внесение средств на карту монобанк в размере 14000 которые успешно в руку получил в пяти метрах в банкомате. При внесении купюры в номинале 200 грн терминал обесточился и купюра осталась внутри. Внесено было 11600грн я пересчитал остаток на руках 2400грн. Позвонил в техподдержку IBOX на номер 0800300102 в 17:10 и сообщил о проблеме — мне сказали, что платеж видно и деньги вернут. В 18:34 на карту поступила сумма на 200 грн меньше 11400грн. Обратился в техподдержку повторно 24.02 в 19:17 мне сообщили что приняли заявку на возврат средств и взяли данные карты для их возврата. 25.02 не вернули 26.02 не вернули и сказали денег лишних при инкасации не обнаружено. МРАК
",Negative
"
Ситуація типова- банк заблокував рахунок.Раніше вже писав відгук.В 2019 мною була продана криптовалюта, а кошти отримані на карту.І вже більше трьох місяців кошти є заблоковані.На мої звернення шаблонна відповідь-очікуйте)))Шановні моніторінги, якщо ви не в силах за 3 місяця закінчити перевірку, то може і не варто її починати.Беручи до уваги, що таких випадків не меншає, задаєшся питанням — а можливо монобанк навмисно блокує карти? Ті відсотки які нараховують це далеко не те про, що я мріяв.А так можна під приводом крутити чужими коштами до бескінечності.Але по закону банк має право блокувати на термін не більше 1 місяця, а в недавніх відповідях представник банку наголосив про дату не більше трьох(навіть так).На це зауваження моніторінг відказав, що терміни не обумовлені і можна продовжувати при опротестуванні емітентів, платіжної системи бла бла… Але таких моментів немає.Щодо моєї діяльності- я торгую на декількох криптобіржах.Дана галузь в Україні в стані узаконення.Не відмовляюсь заповнити декларацію і сплатити податок, як інвестиційний дохід.Щодо банку, то вважаю дії не правомірними.І тому буду скаржитися до регулятора НБУ, а також шукати адвокатської підтримки.Банк просто зловживає прикриваючись законом.Зважаючи на власний досвід співпраці з монобанком(більше 2 років)можу сказати, що монобанк з дуже перспективного проекту перетворився на скам контору, коли в тебе появляються кошти, які не підпадають під 95% користувачів — чекай перевірки.Тому не раджу тримати, отримувати тут більше 10 000 грн.Також можна сміло заявити, що в самому банку повний бардак- ніхто нічого не знає, не може вирішити, як в басні про лебедя… На підтвердження моїх слів.Десь місяць назад на пошту прийшов лист від мінфіну — 'банк повідомив що ваше питання вирішене'.Я звісно зрадів, спробував зробити переказ… а вивляється вони так шутють))))
",Negative
"
Відкрила картку монобанк, гарна, стильна. сподобалось це, за це і зірочка…
На другий день роботи картки, точніше її активації, приходить сповіщення, що використала гроші для російських сайтів, таких як «Вконтакті» (на хвилиночку, я так я і всі мої близькі не користуємось таким уже кілька років)… Відразу зателефонувала на гарячу лінію, пояснила, що так і так пропали гроші, поки спала… ніхто не знав ні даних картки, ні паролю… Спеціалісти швиденько заблокували картку і сказали чекати, поки вони розберуться, нічого не робити. Це триватиме 30 днів. Десь на 29 день приходить смс-сповіщення, що мені варто проплатити мій кредит, точніше внести хоча б 100 грн, щоб не було нарахувань відсотків. Серйозно? Самі сказали нічого не платити… добре, внесла я не 100 грн, а усі, що зникли з картки, щоб закрити той рахунок… 
І на останок, як то кажуть, — а у відповідь тиша…
ось так і з усім розібралися…
",Negative
"
Собираю людей пострадавших от банка MONOBANK 
Обманули моего родственника пенсионерку на деньги, и вымогают теперь. Без уведомления собираю всех для коллективной жалобы в полицию и так же на нбу 
Вместе мы сможем вернуть свои деньги.
",Negative
"
Вже сутки не можу активувати карту в додатку. Завжди пише, що мій запит обробляється і більше нічого не можу зробити.
",Positive
"
Сегодня мама пополнила мой счет в монобанке. После пополнения деньги заморозили и просят справки про доходы. Я сейчас безработный, какие справки я вам должен отправить??? Нужно что бы моя мама сделала что то или как?? И если я ничего не успею предоставить, то как матери забрать свои деньги?
",Negative
"
Пользуюсь Монобанком уже более 4 месяцев, все вопросы которые у меня возникали по роботе банка или же у меня блокировали какой-то перевод, операторы решали быстро в течении 2-3 минут и сразу же мне предоставляли решение какого либо интересующего меня вопроса. Приложение очень удобно в использовании, нет ничего скрытного, чтобы могло вызвать подозрения. Пользовалась очень большим количеством разных банков и всегда возникали трудности. Но в Монобанке все по другому очень доступный банк с опытными специалистами, который знают толк в своей работе. Всегда проинформирована про какие-либо списания с карты. А если вы чаще всего пользуетесь безналичной оплатой, тогда Монобанк станет прекрасным банком для вас, каждый месяц вывожу не меньше 100 гривен кэшбека. ВСЕ ДРУЗЬ ПОЛЬЗУЮТСЯ ДАННЫМ БАНКОМ И ОООЧЕНЬ ДОВОЛЬНЫ. После пользования Монобанком полностью отказалась от услуг Приват банка и непосредственно других банков, так как их услуги более меня не заинтересовали. Монобанк теперь часть меня и моей дизни❤️
",Positive
"
После переписки в вайбере о покупке товара (памперсы) доверилась и оплатила все наперед. (Сумма небольшая 280грн). Товар так и не был отправлен. Точнее позже был скинут номер накладной, которая не существует. Объявление на ОЛХ так и осталось, добавилось новое ещё. Пишу, может это кому то поможет не сделать такую глупость, как я. Вот номер карты мошенника 5375 4141 0978 7100 и телефон 093 158 90 32
",Negative
"
Помилково перевела 300грн не на ту карту, натиснувши іншу людину замість чоловіка в додатку. Замітили то тільки через пару годин. Техпідтримка відповіла що нічим не можуть допомогти з відміною транзакції, звертайтесь до отримувача. Отримувач відповів шо карта була заблокована раніше. 
Питання — як гроші перевелись на заблоковану карту? Друге, якщо карта заблокована, то де тоді ті гроші знаходяться, бо передача відбулась в межах одного банку? На питання чому неможливо відмінити транзакцію, техпідтримка відповіла що це неможливо технічно з деяких причин. Яких? 
Навіть якщо одержувач обманув і карта не заблокована, має бути якась можливість відміни транзакції.
З приводу проблеми колл центр сказав «Ну тоді можете звертатися в Громадянський суд». Серйозно?
В сухому залишку 300грн пропали в невідомому напрямку. А якщо сума буде на порядок більшою?
",Negative
"
Захотіла створити картку монобанк. Зайшла в додаток, заповнила все що потрібно. І вже 5й день йде опрацювання моєї заявки але на телефон і пошту приходять повідомлення про те, що заявка опрацьована та потрібно обрати місце видачі. Не дуже розумію, що потрібно зробити і як бути.
",Positive
"
Подал заявку на оспаривание транзакций по платежной системе Mastrcard. В заявке указал причину и детальную информацию. Отдел претензионной работы поддал заявку в Mastercard и указал неверную причину. Mastercard отправил отрицательный ответ, что по данной причине не могут вернуть средства, но при этом всем Masterard указала альтернативные решения по данной ситуации. Отделение претензионной работы отправила мне это письмо на почту и указала на то что я не могу продолжать дальнейшее оспаривание и закрыла заявку как проигрышной.
",Negative
"
Я вроде уже написал обращение, но почему-то не шевелятся. Вынужден дублировать опять, за отсутствием реакции

Ситуация следующая, но после новых деталей выясняется такие факты.

3ие лицо завладело финансовым номером, совершает звонок в монобанк, 

диалог сокращенно, суть претензии к банку:

3ие лицо: «я не могу снять в банкомате монобанка деньги со своей карты» 
Сотрудник банка: «сообщает ФИО настоящего владельца карты, и что с картой все в порядке.»

Верификация клиента сотрудником банка не проводилась.
После этого звонка, через 40 минут были переведены деньги на другую карту в счет кредитного лимита!
",Negative
"
Банк выручил!
Пользуюсь услугами две недели… пока все устраивает!
",Positive
"
Пользуюсь с самого начала, ещё ни разу не возникало трудностей с какими либо сервисами данного банка.
",Positive
"
мои деньги месяц уже заблокированны. по непонятным причинам я все предоставил у них то выходные то не операционное время кароче полный трэш!!! помогите забрать мое лаве!!!
",Negative
"
В июле месяце 2019 года погиб держатель карты монобанка. В январе месяце я вступила в наследственные права и попросила банк предоставить мне деталировку движения средств по карте заёмщика наследницей которого я являюсь. Банк ограничивается отписками в стиле того что дают справку о задолженности. И только когда я попросила розширинную деталировку на ней стало видно что банк снимал средства ещё на протяжении 3 месяцев после смерти держателя карты. Хотя я на второй день после смерти его ходила в банк и писала заяву о блокировке карточки. Банк отказывает мне как наследнице в предоставлении информации о движении средств после смерти держателя карты. То есть деньги списывались с мертвого человека. Не хотят предоставить розшифровку платежей после его гибели ссылаясь на банковскую тайну, хотя по факту я как правопреемница имею право знать за что и какую сумму я буду возвращать банку. То есть сказали с вас… Грн. Когда я прошу мне показать откуда эта сумма мне говорят что не покажем. Самое обидное что я готова оплатить задолженность возникшую на дату смерти. Но банк не готов мне ее продемонстрировать и ещё и списывает средства с мертвого человека.
",Negative
"
Хотел бы предостеречь потенциальных клиентов этой шаражкиной конторы. К сожалению не решил прочитать отзывы перед тем как выбрал этот банк в качестве для получения средств. Постараюсь детально описать весь кейс, чтобы люди понимали насколько безответсвенно и легкомысленно банк относится к своим клиентам. 
Итак:
6 Февраля
Я получил зарплату за долгосрочный проект на своей счет. Сумма превышала 150 тыс. гривен. Я отдавал себе отчет в том что деньги могут быть задержаны банком на какой-то срок для проверки. Так и случилось.
Для разблокировки своего счета, на минуточку, я предоставил чеки отправителей, контракты о трудоустройстве, скриншоты моего профиля в рабочей соц сети, примеры моих работ, отзывы, выписку с другого банка, скриншот из моих сторонних ресурсов на которых я держу свои инвестиции. Плюс ко всему чуть ли не обьяснительную составил на тему, почему я распоряжаюсь своими средствами именно так. Все это время, деньги на моем счету заморожены, несмотря на то, что в других банках дают время на вывод средств в подобных ситуациях. 
В общем что у меня есть на данный момент? 
23 Февраля. Мой счет все еще заморожен. До сих пор проверяют…
Когда у этих мошенников уже просто не осталось позиций по которым можно было бы оставить мои средства себе. Они просто перестали мне отвечать. Раз в 3-4 дня на мои сообщения мне приходит ответ от бота из серии
«Мы делаем все возможное. С вами свяжутся»
После того как я предоставил все возможные документы, я не понимаю на каких основаниях мои средства все еще заморожены и буду подавать в суд, а так же писать в НБУ. В добавок ко всему я не успокоюсь пока не получу компенсацию за потраченное время.
",Negative
"
Монобанк вроде не плохой банк но как и у всех банках есть плюсы и минусы были у моно разные акции под которые я и многие следили за ними под железную карту и т п белую и даже видео на Ютубе всё ок.
Все пишут что мне начислили кредит мне нет, не забывайте что деньги даются в долг и вы их обязани вернуть всё равно что у саседал взять.Дальше на счот кредитного лимита зометте что не за 1000 разных ситуаций а есть время и день когда вам дадут кредит
",Positive
"
Исполнительными службами был наложен арест на счёт в Монобанке по коммунальным службам, вопрос был решен 5.02.2020. Всё оплачено, арест снят ИС 8.02.2020. Банк ограничения по карте не снимает, сегодня 23.02.2020. На вопрос, если будут на карту поступать средства, я смогу потом ими пользоваться когда банк снимет ограничения? В чате мне ответили что деньги уйдут на долги в испонитеную службу…
Долги которые я оплатила уже?!!! И вопрос закрыт уже как неделю?!!!
Когда банк снимет ограничения по карте?
",Negative
"
Стал клиентом Монобанка в прошлом году, вырвавшись из кабалы Ощадбанка.
За это время ни разу не пожалел. Обслуживание в точках выдачи отличное и быстрое. Приложение понятное, без глюков и выбросов (как у Ощадбанка). Куча интересных плюшек, прозрачные условия, кэшбек и возможность оплачивать услуги без комиссии. Плюс высокий уровень безопасности и отличная техническая поддержка клиентов.
",Positive
"
18.01.2020 снимала деньги с карты этого банка. Банкомат показал на экране сообщение о том что операция не возможна, а деньги списались со счета. 1000 гривен. Разумеется я сразу позвонила в банк, объяснила ситуацию, ответила на все вопросы. Меня заверили что со мной связаться в ближайшее время. В течение трех дней так никто и не позвонил.Когла я сама позвонила на горячую линию, мне было сказано что моим делом заниматься ответственные сотрудники, срок рассмотрения до 29.02.20.Я честно ждала, не названивала. Сегодня решила спросить как там дела, м не сказали что по моей заявке отказ, они утверждают что транзакция была успешной и деньги мне выдали в полном объеме. Но я же не дура, монобанк ало. Никаких денег я не получила.Мнк просто сказали что они ничего не могут сделать. А зачем тогда вы вообще нужны? Зачем нужен такой банк, в котором внаглую воруют деньги. Стыд и позор вам. Расскажу об этом всем своим знакомым, чтоб не связывалась с таким дебильным банком.
",Negative
