text,category
"
Категорически не рекомендую фрилансерам и для получения SWIFT платежей. Комисия может достигать 60% от суммы. В ответ нам жаль. И все вот такие дела. Приват пока рулит.
",Negative
"
С карты монобанка сняли деньги -14500 без подтверждения 14 февраля в 05.03, горячая линия до сих пор говорит что разберается, как можно снять деньги без письма то или ной организации которая прислала запрос на снятие денежных средств и без потверждения клиента, у меня 101 человек в монобанке, я всем говорю пусть закрывают карты монобанка так как нету прав клиента в даной БАНКЕ
",Negative
"
Заблокировали карту с деньгами.
И уже 6 месяцев мороз.
Идет проверка, ожидайте ответа.
",Negative
"
Подал заявку на оспаривание транзакций по платежной системе Mastrcard. В заявке указал причину и детальную информацию. Отдел претензионной работы поддал заявку в Mastercard и указал неверную причину. Mastercard отправил отрицательный ответ, что по данной причине не могут вернуть средства, но при этом всем Masterard указала альтернативные решения по данной ситуации. Отделение претензионной работы отправила мне это письмо на почту и указала на то что я не могу продолжать дальнейшее оспаривание и закрыла заявку как проигрышной.
",Negative
"
Исполнительными службами был наложен арест на счёт в Монобанке по коммунальным службам, вопрос был решен 5.02.2020. Всё оплачено, арест снят ИС 8.02.2020. Банк ограничения по карте не снимает, сегодня 23.02.2020. На вопрос, если будут на карту поступать средства, я смогу потом ими пользоваться когда банк снимет ограничения? В чате мне ответили что деньги уйдут на долги в испонитеную службу…
Долги которые я оплатила уже?!!! И вопрос закрыт уже как неделю?!!!
Когда банк снимет ограничения по карте?
",Negative
"
1. При оформленні валютного депозиту (з виплатою відсотків в кінці договору) видали карту (гривневу), якою не користувався жодного дня.
2. За 2 тижні до закінчення дії договору прийшов в центральне відділення, де сказали, що якщо Ви будете продовжувати депозит — валютна карта не потрібна. А при переоформленні депозиту через мобільний додаток буде +0,25% до ставки.
3. Я змінюю статус депозиту на «автопролонгація» і в результаті:
— % по депозиту прийшли на заблоковану карту;
— з мене зняли 0,4 USD за банкінг — хоча карти навіть в руках немає, а статус карти в додатку «ЗАБЛОКОВАНО»
— 0,25% по депозиту я не отримав.
",Negative
"
Работники агенціїї по стягненні заборговонносі ведуть себе дуже не коректно, на маючи актуальної інформації поводять себе грубо. Особисто Елена (нажаль не запам'ятав фаміліїї). Прошу прийняти міри до хамовитих співробітників.
",Negative
"
Взяв кредит на рік 10000гр. Погасив за 40 днів.Переплатив2600гр.Мала бути повернута стаховка її не повернули.Перед погашення мене запевняли що повернуть.Не користуйтесь цим банком.Вони Оманюють клієнтів говорять дурять.
",Negative
"
НЕ РЕКОМЕНДУЮ ЭТОТ БАНК!
Ситуация возникла 28 февраля, на карту скинули 5 тыс грн, одолжила у подруги (лучше бы съездила наличные взяла одолжила), карту заблокировали попросили документы кто, за что, почему и так далее скинул деньги, объяснила что одолжила у знакомой денег, так они мне ответили что их не интересует данная сума( 5 тыс грн) они хотят что бы я предоставила документы за сумму которая поступила мне на карту больше 2ух мес назад. Ну я опять объяснять за что, кто, почему скинул деньги на карту, и подтвердить если и могла бы чем то, то спустя два месяца уже ничего нет, переписки как они просят или еще что либо…
На сегодняшний день все что они отвечают ваши пояснения приняты и находятся на проверке, ничего что прошло уже почти 2 недели(
Как теперь забрать деньги и попрощаться с ними не представляю(
",Negative
"
27.11.2019 з моєї картки відбулося транзакція — оплата у PIZZA HUT#2683 (це США) у розмірі 55,63 USD. Списання відбулося з гривневої карти за курсом на той день. В цей саме час я знаходилась в Україні, і здійснювала оплати у двох точках через пос-термінали, які чітко видно у додатку із геолокацією. Тобто фізично розрахуватися у Америці я не могла.
Впродовж декількох годин я заблокувала картку і звернулася за допомогою. Співробітниками банку був підготований комплект документів для оскарження цієї операції. майже через 1.5 місяці 10.02.2020 я отримала відповідь від банку та документи, отримані по диспуту від PIZZA HUT#2683. Цитую: «Компанія відхилила претензію, вказавши, що дана транзакція була успішна і законна. Також надається підтвердження позиції торгової точки на 4-х сторінках.» У цьому додатку був прикріплений чек, у якому стоїть ПІБ того, хто зробив платіж і його підпис. Не буде інтригою те, що це особа іншого полу, і звуть його зовсім не так як мене. Тобто банк підтвердив операцію, яка проводилась фізично іншою особою, на іншому континенті, що дає можливість платіжній системі вважати операцію успішною. І що, банк з цим погоджується?
Також, у відповіді мені було запропоновано коротко описати, з чим саме я не погоджуюсь в документах єквайера. У зворотному випадку заявка буде закрита як програна. тобто, я повинна виконувати роботу юриста? ок, я відповіла, що не вважаю цей платіж законним із наведенням обгрунтовних тез, чому саме він є незаконним.
Наявність чеку свідчить, що платіж робився фізичною особою через фізичний контакт картки. На що співробітники банку мені відповіли: «На жаль, існує ризик програшу, так як за правилами платіжної системи підпис на документі транзакції може оскаржуватись тільки, якщо картка була заявлена як викрадена/втрачена. Ви не заявляли про втрату картки, тому не виключається доступ третіх осіб до неї, так як ця операція була проведена засобом введення номеру картки на терміналі, що може бути зроблено і без присутності клієнта». Це взагалі як? наскільки я знаю, оплата відбувається або через мобільний додаток або фізично пєйпасом або зчитуванням з магнітної стрічки. І навіть якщо в мене стоїть підтвердження операції навіть на 1 грн за допомогою пін-коду, за кордоном ця опція не працює. то як можна вручну ввести номер картки, підписати чек іншим ім'ям, не перевірити відповідність підпису картхолдера і особи, яка підписувала чек? це діра у безпеці? Дуже не хочеться думати, що це співробітники банку зливають данні.

Що мене ще бентежить у цій ситуації, що я зовсім не розумію, що відбувається на сьогодні: у колл-центрі мені кажуть, що з моїми документами працюють, і обов'язково зв'яжуться"", але що саме відбувається? чи взагалі відбувається? що роблять менеджери? юристи? служба безпеки? яким чином потрапили мої данні? що робить банк, щоб і надалі це не відбувалось? Коли я надсилаю листи із питаннями, мені відповідають вибіркові, деякі питання так і залишаються без відповіді.

Наперед скажу, що відповідні заяви і кіберполіцію і поліцію я зробила. що наразі відбувається зараз і на якому етапі розгляд моєї скарги я не знаю.
Сподіваюсь, що банк буде підтримувати свою репутацію і захищати своїх клієнтів.

Доречи, мені дуже подобається банк, я щиро раджу його своїм знайомим і сама залюбки користуються послугами. Дуже прикро, що у цій ситуації я не є захищеною, а банк зайняв сторону «це все ви самі».
",Negative
"
Ситуація типова- банк заблокував рахунок.Раніше вже писав відгук.В 2019 мною була продана криптовалюта, а кошти отримані на карту.І вже більше трьох місяців кошти є заблоковані.На мої звернення шаблонна відповідь-очікуйте)))Шановні моніторінги, якщо ви не в силах за 3 місяця закінчити перевірку, то може і не варто її починати.Беручи до уваги, що таких випадків не меншає, задаєшся питанням — а можливо монобанк навмисно блокує карти? Ті відсотки які нараховують це далеко не те про, що я мріяв.А так можна під приводом крутити чужими коштами до бескінечності.Але по закону банк має право блокувати на термін не більше 1 місяця, а в недавніх відповідях представник банку наголосив про дату не більше трьох(навіть так).На це зауваження моніторінг відказав, що терміни не обумовлені і можна продовжувати при опротестуванні емітентів, платіжної системи бла бла… Але таких моментів немає.Щодо моєї діяльності- я торгую на декількох криптобіржах.Дана галузь в Україні в стані узаконення.Не відмовляюсь заповнити декларацію і сплатити податок, як інвестиційний дохід.Щодо банку, то вважаю дії не правомірними.І тому буду скаржитися до регулятора НБУ, а також шукати адвокатської підтримки.Банк просто зловживає прикриваючись законом.Зважаючи на власний досвід співпраці з монобанком(більше 2 років)можу сказати, що монобанк з дуже перспективного проекту перетворився на скам контору, коли в тебе появляються кошти, які не підпадають під 95% користувачів — чекай перевірки.Тому не раджу тримати, отримувати тут більше 10 000 грн.Також можна сміло заявити, що в самому банку повний бардак- ніхто нічого не знає, не може вирішити, як в басні про лебедя… На підтвердження моїх слів.Десь місяць назад на пошту прийшов лист від мінфіну — 'банк повідомив що ваше питання вирішене'.Я звісно зрадів, спробував зробити переказ… а вивляється вони так шутють))))
",Negative
"
Здравствуйте.

Столкнулся с проблемой: на кассе Ашан и Сильпо карта Монобанк не принимается терминалом.

То есть из трёх попыток рассчитаться — все попытки неудачно. Деньги на карте есть. Терминалы магазинов выдают ошибку.

Горячая линия сегодня сказала что это стечение обстоятельств. Что карта работает и платить можно. Но по факту рассчитаться нельзя.

Очень неприятная что такая лажа с картой Монобанк.
Если что — номер карты — последние цифры — 1942.

Если кто-то компетентный из Монобанк читает этот отзыв — пожалуйста помогите!!!
",Negative
"
Я вчора подала документи, і ще досі не підтвердили їх
",Negative
"
Возможно, кому-то покажется это ерундой, но если банк обманывает в мелочах, значит будет и в остальном делать так же. Не такие уж они и пушистые, как кажется. В 2019 году прислали мне сообщение, что хотят поощрить меня как пользователя и подарить мне футболку. Я не отказался. Через полгода в 2020 году вводят новое правило — возможность обменивать ачивки на мерч. При этом они решили списать мои ачивки за ранее подаренную футболку пол года назад. Когда показал скрины, что это подарок, ответили, что просто «правила поменялись». Я попытался обьяснить что пол года назад не было таких условий, а в ответ получил что сейчас уже есть. Для меня это сравнительно с ситуацией, когда вы открыли депозит на 1 год под 16 процентов, а в конце года вам говорят, что у вас весь год был 1 процент, так как у нас новое правило. Как можно менять правила пост-фактум через пол года? Возможно, я бы хотел обменять ачивки на более дорогой товар, но уже не смогу, так как банк решил, что может за меня сделать выбор. Получается те, кто был более активный в конкурсе, потерял возможность выбора мерча. Где логика? Сама футболка не нужна, мне хватает футболок в жизни, но факт обмана присутствует. Оставили крайне плохое впечатление о себе после этого случая. Дьявол, как говорится, кроется в мелочах(деталях). В остальном все хорошо
",Negative
"
Карта ушла в минус, объяснили это тем, что альфа банк повторно провёл операцию и я пользовалась не своими средствами. Когда посмотрела, действительно есть зачисление и уведомление. Но уведомление пришло тихо и я его, и зачисления даже не видела!!! Ок! Согласна войти в положение банка, что конечно совсем не нормально. Но мне эти средства сделали кредитными! Без моего ведома! Если в течении месяца не верну то пойдёт процент. Процент за ошибку банка, что является не законным!!! Плюс картой пользоваться конечно нельзя, пока не погасишь задолженность. Задолженность о которой не знал!!! Списывают всё до копейки! Таким даже приват не занимается!
Подумайте прежде чем связываться с моно. В случае ихней же проблемы вам не перезвонит, никто не будет предупреждать, как это происходит в других банках! Будут объяснять об уведомлениях которые приходят незаметно, и вам, получается, нужно заходить в приложение по несколько раз в день, чтобы не нарваться на проблему. Зато могут поинтересоваться как вы тратите деньги и не смотрите на карту, что уже вмешательство в мои личные дела.
",Negative
"
Заправился в сети автозаправок Glusko, 27февраля и спустя пару дней, в 5:48 утра monobank повторно провёл эту же операцию, на ту же сумму. Пока банк обещает все исправить через время, но согласитесь, сам факт ситуации, когда у тебя списываются собственные средства — мало приятен.
",Negative
"
Ніколи не заходила в даний банк і певно більше не зайду. Проходила повз, загадала що маю валюту, думаю обміняю. Зайшла, працювла лише одна каса, біля якої було 3 людей, я зайняла чергу і чекала. Тут звідки не візьмись, троє працівниць банку почали розповідати що вони «займали чергу для своїх чи то клієнтів чи то друзів не зрозуміло було», про що люди ні слуху ні духу не чули, почалось звісно вияснення стосунків… і тут підходить до мене одна з працівниць і каже «Дєвушка, а ви взагалі можете не чекати, ви вже не встигнете, можете йти»
Я стою в шоці… мене просто випровадили з відділення!!! На такий наплив людей, має працювати більше кас, а не одна!
Тому після цього, Шановні Таскомбанк, я до Вас не заходила і більше не зайду.
",Negative
"
Звертався в банк за оформленням кредиту, співробітник банку розяснив все якісно. Після чого справу на розгляд передали кредиторам. Отримав хамовитий дзвінок від кредитора з вимогами!!! отримати телефони родичів. Після того як я надав усю інформацію, кредитор завірив мене що жодний тиск а також інформація про кредит не дійде до моїх близьких людей! Після чого вся моя родина отримала дзвінки та була проінформована про мої наміри взяти кредит. Брехня і тиск — все що ви отримаєте від цього банку!!!
",Negative
"
Прошу не видаляти мої відгуки, адже я дійсно відвідав чотири відділення Альфа-Банку і маю право писати правду про Альфа-Банк. Мої відгуки не містять нецензурщини, а Альфа-Банк має дотримуватися законодавства, а не ображатися. Мій власний досвід показує, що 2 відділення Альфа-Банку по пр.С.Бандери в м.Києві не надають своїм клієнтам повну інформацію про сукупну вартість кредиту. При обговорені умови кредитування в цих відділеннях мені не повідомили розмір комісії за розрахунково-касове обслуговування кредиту, нав'язували необхідність відкриття карткового рахунку, при цьому, знову ж таки, приховавши комісії за обслуговування такого рахунку. Я розглядаю таку «роботу» Альфа-Банк, як системний обман своїх клієнтів, адже тема прихованих комісій Альфа-Банку невирішується котрий рік недивлячись на скарги громадян навіть ті, що розміщені на цьому сайті. Системність такого явища, як і нахабство колекторів від Альфа-Банку, стягнення іпотечного майна в позасудовому порядку через «чорних реєстраторів» демонструє, що Альфа-Банк має підтримку від органів влади, яка напевно базується на корупційному інтересі таких органів влади. Системні є і конфлікти людей з працівниками Альфа-Банку за відсутності дієвої наглядової роботи НБУ. Так, в той самий день, коли я відвідав вищевказані відділення Альфа-Банку, я відвідав відділення Альфа-Банку в іншому районі м.Києва (біля метро Позняки), де став свідком конфлікту жінки середнього віку з працівниками банку з приводу стягнення з неї платежів та неправомірних дій колекторів і де замість юриста банку при розмові був присутній охоронець банку, що є неприпустимим, якщо охорона Альфа-Банку найнята «зі сторони» і має змогу вислуховувати конфіденційну інформацію стосовно клієнта. Про таке я вже чув і тут тільки впевнився, що в конфлікті з клієнтом Альфа-Банк відстоює свої інтереси з позиції сили, часто нехтуючи законом, ставить псилогічний «стопінг» своїм клієнтам, ігноруючи їх вік і справедливість їх вимог аби ні їм, ні іншим не повадно було. Такий принцип: «Бий своїх аби чужі боялись» Альфа-Банк використовує і по відношеню до клієнтів інших банків, чиї борги купив Альфа-Банк з суттєвою знижкою. Дивно — замість юриста підходить охоронець, а в судах Альфа-Банк почуває себе так впевнено, що навіть стягує борги інших банків. Можу сказати, що і Україну, як державу, Альфа-Банк поважає ситуаційно, якщо взагалі поважає. Інакше як пояснити, що Альфа-Банк залишив без догляду вивішені в своїх відділеннях державні прапори України, а на зауваження громадян стосовно стану таких прапорів — просто зняв їх. Невже тема поваги до землі, на якій Альфа-Банк заробляє гроші втратила актуальність?
",Negative
"
Сегодня мама пополнила мой счет в монобанке. После пополнения деньги заморозили и просят справки про доходы. Я сейчас безработный, какие справки я вам должен отправить??? Нужно что бы моя мама сделала что то или как?? И если я ничего не успею предоставить, то как матери забрать свои деньги?
",Negative
"
Ужасный банк, с отвратительными тугими сотрудниками, в саппорте отвечают боты. Месяц назад по решению Исполнительной службы были заблокированы средства в Приват банке и Монобанке у моей жены. В привате была заблокирована конкретно сумма указанная в исполнительном листе — после выплаты нами данной суммы Приват разморозил счет на следующий день. Монобанк в нарушении закона заблокировал не сумму исполнительного производства а весь счет! Все личные средства! Мы запросили решение исполнительной службы о снятии всех ограничений, послали его на электронную почту банка, его же продублировала и Сама ИС. Они же послали его по почте. Две недели мы пытаемся общаться с ботами которые лепят отмазки и не размораживают счет. Пользуют наши средства в своих интересах. Нарушения на нарушениях. У нас нет другого выхода. Сегодня мы встречаемся с адвокатами и будем подавать в суд на Монобанк. Не хотят по хорошему будем действовать по закону. Не пользуйтесь услугами этого банка и не доверяйте им свои деньги. И на запросы вернуть кредиты — можете смело говорить — верну — когда нибудь! Как они нам так и мы им!
",Negative
"
У меня был украден телефон, написано заявление в милицию, но как только появилась возможность заблокировать банкинг, оказывается мошенники оформили Моно-рассрочку В Комфи (классика: человек в черном, лица не видно на кассе включил мой телефон, поднёс к пос-терминалу (рассрочку оформил) и выключил тут же. Поддержка тупо ссылается «вы сообщили пин-код 3м лицам, ничем не поможем», хотя следствие говорит и сотнях таких кредитов, злоумышленники взламывают телефон и овладевают всеми паролями.

При письменных запросах в банк ответы приходят настолько шаблонные и не отвечают сути запроса абсолютно!!! ощущение что с больными людьми общаюсь.

Кроме постов кота в инстаграме ничего не способны. Ответственность за свои дырявые бизнес-процессы приложения перекладывают на клиента, супер!
",Negative
"
Собираю людей пострадавших от банка MONOBANK
Обманули моего родственника пенсионерку на деньги, и вымогают теперь. Без уведомления собираю всех для коллективной жалобы в полицию и так же на нбу
Вместе мы сможем вернуть свои деньги.
",Negative
"
Добрый
Мошенник с ОЛХ номер карты 4868190101910687 представился Иваном взял предоплату и пропал… Его нужно обязательно заблокировать чтобы не обманывал людей и не пользовался картой монобанка…
Также вот его номер телефона 0916010090, будьте осторожны!!!
",Negative
"
У меня закончился депозит в монобанке, решил переоформить. Захожу на вкладку пролонгировать, выдает 16,5 % на год, мне надо было на три месяца, переставляю на три месяца показывает 16 % годовых, нажимаю продолжить, на следующей вкладке мне подтверждают, что на три месяца под 16 %, меня конечно это устраивает (вклад пролонгировался 06 марта 2020 г.), потом просмотреть договор и там мелким шрифтом процентная ставка 13%!!!, я в непонятках возвращаюсь в предыдущую вкладку и о чудо там уже указаны значительно меньшие процентные ставки, чем мне были показаны первоначально. Хотелось бы верить, что это незамеченный баг в приложении, а не целенаправленная политика банка по одурачиванию своих клиентов.
 ",Negative
"
Банк просто печалька. Не могу здесь написать слова которые подходят как описание этого банка, так как цензура не пропустит. Объясню почему. Не у меня одного случилась ситуация с повторным списанием средств с карты. У меня кредитный лимит 0. То есть при этом списании банк забрал мои средства без какого либо подтверджения. Звоню я значит 03.03.2020 в 9:30 утра на горячую линию, мне объясняют ситуацию и оператор говорит, что деньги в течении дня вернуться на карту. Приходит вечер, денег нету, звоню опять, оператор чуть ли не клянётся, что сегодня (04.03.2020) в первой половине дня деньги будут на карте(как и сказали всем у кого такое случилось). В итоге что? Правильно. Средств всё также нету на карте. Теперь они говорят, что деньги вернут в ночь с 04.03.2020 на 05.03.2020. Это уже третье обещание банка. Первых два банк не сдержал, наплевав при этом на своих клиентов. Так вот. Уважаемые жители нашей прекрасной страны, если у Вас нету карты монобанка и Вы планируете её открыть, то почитайте этот отзыв и примите решение. Просто представьте ситуацию, что у Вас на карте лежат Ваши деньги(не кредитные), вы вечером ложитесь спать, зная, что утром Вам нужно что-то купить на эти деньги, и вот Вы просыпаетесь утром, а денег на карте уже нету и монобанку глубоко всё равно где Вы их возьмёте. То, что Вам нужны Ваши же деньги их не волнует, Вы можете прийти в магазин, набрать какого либо товара и когда вам скажут, что нужно рассчитаться, скажите: «а можно рассчитаться извинениями монобанка?» Может прокатит. Итак ждём сдержит ли монобанк уже третье своё обещание… Спасибо за внимание.
",Negative
"
12.03 з картки Альфа Конект провів три операці зняття кредитних коштів в банкоматі по 2000 грн.
13.03 закинув 6005 грн назад на карту.
за умовами карти зняття кредитних коштів йде без комісіі.
Далі14.03 на балансі мінус 235 грн.Звертаюся в службу пітримки в чат.Відповідь-баланс виправиться найближчим часом.Ок
15.03 та сама картина, заборгованість 235 грн. В чаті повідомляють що доступні усі 32500 кредитних коштів, в додатку зовсім інша картина, висить заборгованість235 грн.чат закривають.
Звертаюсь повторно відразу.Інший оператор співає другу пісню через 5 хв.А саме,235 грн заблоковані як комісія за три транзакцій по 80 грн.Пояснення, бо кошти поповнилися в один ітой же день.
Зняття 12.03 а поповнення 13.03, але банк врирає мені, що це оин день бо кошти зараховуюься 2-3 дні.
Ти зрозумів Карл 2-3 дні.12 і13 число це одна дата в альфабанку.Але кошти знімають відразу.
Дурять іне моргають.Зареєстрував звернення на повернення коштів.Якщо не вирішать, звернусь в поліцію з заявою, в захист прав споживачів з подальшим зверненням до суду.
",Negative
"
И так у меня умер отец 15го ноября 2019 года. моя мать в тот же месяц поехала в тц именно там находится их рецепшен или что-то в этом роде.
и предоставила информацию о смерти написала заявление. мы думали что на этом все ей пообещали связаться и пересчитать % ноо не тут то было через месяц я получаю письмо от этого банка что ко мне едет выездная группа. моему возмущению не было предела.Я звоню на горячею линию отвечает девушка о том ЧТО У НИХ НЕТТ ЭТОЙ ИНФОРМАЦИИ О СМЕРТИ МОЕГО ОТЦА…
свяжитесь с нами в вайбере. Я ГОВОРЮ КАК НЕТ МОЯ МАТЬ ПИСАЛА ЗАЯВЛЕНИЕ ПРЕДОСТАВИЛА СВИДЕТЕЛЬСТВО О СМЕРТИ ВЫ ЧТО ГОВОРЮ ВООБЩЕ ТА ОФИГЕЛИ ОТВЕТ ПРОСТ СВЯЖИТЕСЬ В ВАЙБЕРЕ. ну думаю сейчас я с вами свяжусь когда стала писать… они мне опять у нас нет информации приносим соболезнования. вообщем мне пришлось этому недобанку выслать по-новой свидельство о смерти и написать заявление что он умер и когда. они пообещали связаться для пересчета % мол все приняли извините приносим свое соболезнование.
проходит неделя приходит мне на вайбер что уважаемый клиент такой-то такой-то у вас просрочка по карте… я была в ужасе честно говоря им очень повезло что у них нет главного отделения… мне пришлось писать по новой делать скрины что писала заявление знаете что сказали приносим свои соболезнования мы приняли эту информацию тоесть даже когда я писала на ВАЙБЕР и свидетельство фото и заявление они попросту игнорили это…
и так после всех скринов этот недоработник мне стал говорить о том что это нужно закрыть сейчас чтобы не было долга там было около 8 тыс грн я по своему незнанию закона впала в шок стала просить разбить на части на уступки не шли. в итоге я плюнула и пошла к адвокату вот он мне и сказал про 6 месяцев о праве наследства что хоть частями хоть по 100 грн буду ложить на это есть закон о праве наследства так как пол года не прошло хоть частями хоть вообще никак а закрыть все в апреле месяце 2020 года.ах ты ж думаю но прошло еще пару дней. опять пишут о том что будет выездная группа что вы думаете мне опять пришлось скидывать скрины и только тогда когда я сказала что если это не прекратиться я обращусь в суд на каком основании от меня требуют не по закону. тогда они притихли но самое интересное что выслали реквизиты на оплату тех же 8ми тыс
я говорю вы что вообще больные пока вы не пересчитаете % не будет никакой оплаты и через две недели мне пришлось опять кидать скрины свидетельства и заявления и после того как до них доперло что если не пересчитают % я обращусь в суд тогда они пересчитали якобы 6400.ноо он платил регулярно и эти все деньги шли просто кому-то на зп…
И вот сегодня 21.02.2020 мне пишет Артем якобы с оперативно розыскной группы о том что им поступила инф з миграционной службы что паспорт недействительный чтобы мой покойный отец перефотографировал им лицевой и обратную сторону ид карты… просто удручающий банк.
Мне пришлось опять доводить до их свединья о всей ситуации и том что они мягко говоря ***
на что чел мне пишет когда оплотите знаете ребята я прочитала все отзывы о вашем *** банке и теперь понимаю что оплату я буду делать через юриста чтобы потом вы меня больше не ***
Такого удручающего банка нет нигде. Я удивлена как вас еще не закрыли
Оставляю ниже отделение в котором в первый раз не приняли во внимание ни свидетельства ни заявы.
",Negative
